loan_id,age,annual_income,employment_length,home_ownership,credit_score,num_credit_lines,delinquencies_2yrs,credit_utilization,inquiries_6months,loan_purpose,loan_amount,offered_rate,offer_accepted,default
934,31,30000,6-10 years,MORTGAGE,790,11,0,50.5,0,debt_consolidation,15000,0.1,1,0
935,40,48000,3-5 years,RENT,518,8,0,25,0,credit_card,2000,0.14022112663018862,0,NA
936,18,39000,6-10 years,MORTGAGE,701,12,0,5.4,0,car,19500,0.09,1,1
937,44,82000,10+ years,MORTGAGE,850,12,0,20.1,0,car,32000,0.08249611164234119,1,0
938,50,44000,1-2 years,MORTGAGE,722,6,0,44.3,2,credit_card,3000,0.1,0,NA
939,27,37000,1-2 years,RENT,634,9,0,15.2,0,debt_consolidation,18500,0.12,1,0
940,18,114000,1-2 years,MORTGAGE,619,12,1,27.7,1,other,6000,0.12,0,NA
941,20,86000,3-5 years,RENT,684,12,0,66.5,1,debt_consolidation,8000,0.09,1,0
942,25,27000,3-5 years,MORTGAGE,705,4,0,18,2,small_business,8000,0.10303598861851913,1,0
943,53,17000,1-2 years,RENT,725,3,1,51.3,1,debt_consolidation,8500,0.0635201628575564,1,1
944,38,56000,1-2 years,MORTGAGE,594,6,1,72.8,1,other,28000,0.12,1,0
945,23,207000,10+ years,RENT,610,14,0,28.3,1,debt_consolidation,3000,0.12929652884624043,1,0
946,45,37000,1-2 years,RENT,668,4,0,60.5,3,credit_card,18500,0.13,1,1
947,18,21000,3-5 years,MORTGAGE,638,10,0,61.8,0,debt_consolidation,10500,0.14321550918991977,0,NA
948,35,26000,3-5 years,RENT,767,4,0,48.8,0,major_purchase,13000,0.09953029847421273,1,0
949,51,22000,< 1 year,MORTGAGE,850,8,0,35.7,0,credit_card,11000,0.1,1,0
950,34,40000,10+ years,RENT,612,7,0,67.9,0,home_improvement,12000,0.15997022047058773,0,NA
951,54,88000,3-5 years,RENT,797,4,1,49.8,1,debt_consolidation,22000,0.1,1,0
952,60,59000,10+ years,OWN,593,10,1,39,2,debt_consolidation,18000,0.12757124018767324,1,1
953,24,91000,3-5 years,RENT,767,4,0,50.7,0,home_improvement,26000,0.08573734485619044,1,0
954,24,99000,6-10 years,RENT,817,4,0,29.5,0,credit_card,16000,0.028766973281619035,1,0
955,27,57000,1-2 years,MORTGAGE,685,3,0,78,1,credit_card,19000,0.09,1,0
956,44,61000,10+ years,MORTGAGE,702,8,0,29.6,0,car,30500,0.09,1,0
957,48,27000,10+ years,RENT,709,11,0,23,0,home_improvement,13500,0.11020991924726589,0,NA
958,53,73000,1-2 years,MORTGAGE,697,4,0,22.7,2,small_business,2000,0.09,1,0
959,54,52000,< 1 year,RENT,632,14,0,38.4,1,debt_consolidation,18000,0.12,0,NA
960,51,31000,6-10 years,MORTGAGE,643,6,0,65.3,2,home_improvement,4000,0.1719526207343272,0,NA
961,49,40000,10+ years,MORTGAGE,659,6,0,83.7,1,debt_consolidation,2000,0.10422730088663161,1,0
962,40,56000,6-10 years,MORTGAGE,677,10,0,52.6,1,credit_card,28000,0.13,0,NA
963,27,210000,6-10 years,RENT,686,8,0,49.4,0,debt_consolidation,15000,0.13,0,NA
964,29,106000,6-10 years,RENT,719,10,0,16.2,2,debt_consolidation,5000,0.10010867438227117,0,NA
965,43,28000,6-10 years,RENT,663,9,0,45,1,credit_card,14000,0.09,1,0
966,58,73000,6-10 years,RENT,667,8,1,25,0,debt_consolidation,36500,0.10033607722388257,0,NA
967,58,29000,3-5 years,OWN,638,11,0,36.3,3,debt_consolidation,14500,0.14088212213503698,0,NA
968,18,69000,6-10 years,OWN,611,5,1,16.8,0,home_improvement,20000,0.14605738582017735,0,NA
969,28,23000,3-5 years,MORTGAGE,606,14,0,68.4,2,medical,1000,0.15159146399661433,0,NA
970,55,21000,1-2 years,MORTGAGE,716,8,0,34.4,2,debt_consolidation,10500,0.10906285582332151,1,1
971,25,55000,3-5 years,RENT,623,6,0,35.8,0,debt_consolidation,17000,0.1306799178196087,1,0
972,19,85000,1-2 years,MORTGAGE,739,14,0,14.6,0,credit_card,24000,0.07182896794516244,1,0
973,45,28000,1-2 years,RENT,607,5,0,52,0,debt_consolidation,14000,0.12,1,0
974,59,87000,10+ years,RENT,694,6,0,35.1,0,medical,33000,0.13,0,NA
975,61,103000,6-10 years,MORTGAGE,585,8,1,53.4,0,credit_card,6000,0.1401321452492475,0,NA
976,44,73000,1-2 years,OWN,737,4,0,67.7,0,debt_consolidation,23000,0.1,1,0
977,47,96000,3-5 years,OTHER,687,5,0,63,0,major_purchase,2000,0.13,0,NA
978,45,52000,6-10 years,RENT,540,2,1,62.8,1,major_purchase,23000,0.1275991385419692,1,1
979,38,140000,10+ years,MORTGAGE,657,8,0,27.6,0,small_business,17000,0.102739409900784,1,0
980,18,86000,6-10 years,MORTGAGE,679,9,0,18.3,1,credit_card,38000,0.13,0,NA
981,47,56000,6-10 years,MORTGAGE,597,7,0,33.8,1,debt_consolidation,15000,0.1838345674795152,0,NA
982,33,34000,10+ years,MORTGAGE,742,8,1,48.2,2,car,17000,0.05893383270032547,1,1
983,50,55000,1-2 years,MORTGAGE,590,4,0,36.6,0,credit_card,27500,0.12869925916408062,0,NA
984,30,103000,6-10 years,MORTGAGE,688,8,0,41.1,0,medical,19000,0.09757509349876839,1,0
985,18,73000,6-10 years,RENT,670,9,0,46.8,2,home_improvement,14000,0.13,0,NA
986,53,33000,< 1 year,MORTGAGE,686,9,0,39.7,0,debt_consolidation,16500,0.13,1,0
987,40,30000,1-2 years,OWN,679,8,1,33.9,0,home_improvement,15000,0.13,1,0
988,75,68000,1-2 years,MORTGAGE,743,4,0,19.2,1,credit_card,34000,0.05140662429865683,1,0
989,49,27000,6-10 years,MORTGAGE,737,8,0,76.1,0,small_business,13500,0.06361920201487473,1,1
990,51,112000,1-2 years,MORTGAGE,775,5,0,40.7,3,credit_card,2000,0.1,1,0
991,47,48000,3-5 years,MORTGAGE,743,9,0,59.3,1,credit_card,24000,0.1,1,0
992,31,55000,< 1 year,MORTGAGE,622,8,1,37.3,0,debt_consolidation,20000,0.1474974007358977,1,0
993,34,13000,10+ years,MORTGAGE,627,12,1,72.7,2,home_improvement,6500,0.17619192002973996,0,NA
994,51,107000,3-5 years,RENT,742,9,0,57.3,1,major_purchase,18000,0.0859389284877225,1,0
995,51,39000,10+ years,MORTGAGE,524,8,0,33.2,1,credit_card,19500,0.16825202193454744,1,1
996,45,81000,1-2 years,MORTGAGE,742,8,0,43.2,0,debt_consolidation,27000,0.1,1,0
997,26,14000,1-2 years,MORTGAGE,668,10,1,55.9,2,home_improvement,7000,0.12124387696018407,1,1
998,58,68000,10+ years,RENT,622,6,0,31.7,0,car,4000,0.13846604939222434,0,NA
999,22,61000,6-10 years,MORTGAGE,729,10,0,7.8,0,debt_consolidation,7000,0.06490675533518063,1,1
1000,33,19000,1-2 years,RENT,747,3,1,26,1,other,7000,0.07077877834842855,1,0
1001,66,54000,10+ years,RENT,712,7,1,36.1,0,debt_consolidation,3000,0.09,1,1
1002,44,23000,6-10 years,OWN,714,5,0,30,1,debt_consolidation,11500,0.09,1,0
1003,50,29000,6-10 years,MORTGAGE,653,6,0,32,1,car,14500,0.10399782862986802,1,0
1004,43,71000,6-10 years,MORTGAGE,736,9,1,63.5,1,debt_consolidation,35500,0.06750695651080169,1,0
1005,26,46000,< 1 year,OWN,629,6,0,43.9,2,debt_consolidation,23000,0.14036509616247797,0,NA
1006,31,42000,3-5 years,MORTGAGE,690,4,0,11.6,0,home_improvement,21000,0.09,1,0
1007,40,32000,< 1 year,MORTGAGE,699,3,0,47.3,0,medical,2000,0.09,1,0
1008,18,15000,6-10 years,RENT,623,11,1,41.9,1,home_improvement,7500,0.16292424734596841,0,NA
1009,28,62000,< 1 year,MORTGAGE,706,7,0,23.4,2,home_improvement,11000,0.13,1,0
1010,48,12000,3-5 years,RENT,675,12,0,56.4,0,debt_consolidation,6000,0.13,1,1
1011,34,93000,< 1 year,OTHER,651,13,0,45,0,debt_consolidation,13000,0.1127186552792393,1,0
1012,35,54000,< 1 year,RENT,724,7,1,32.7,0,major_purchase,13000,0.1,1,0
1013,48,52000,3-5 years,MORTGAGE,578,4,0,12.4,1,other,25000,0.16077285013333267,0,NA
1014,31,37000,1-2 years,MORTGAGE,701,7,0,26,2,home_improvement,18500,0.09621791275871866,1,0
1015,46,14000,6-10 years,RENT,638,6,0,12,1,credit_card,7000,0.12,1,0
1016,21,65000,3-5 years,MORTGAGE,635,3,1,31.4,1,major_purchase,9000,0.1299124775226112,0,NA
1017,23,59000,3-5 years,RENT,636,9,0,21.5,3,credit_card,17000,0.18375998696883977,0,NA
1018,18,39000,1-2 years,RENT,704,8,0,18.2,0,medical,19500,0.11838476609028044,1,1
1019,39,58000,10+ years,OTHER,582,6,1,19.2,1,debt_consolidation,13000,0.14013484609922555,0,NA
1020,36,80000,1-2 years,MORTGAGE,667,7,0,44,0,medical,17000,0.12071111322091925,1,0
1021,55,65000,10+ years,RENT,725,9,1,32,1,other,21000,0.1,1,0
1022,37,73000,3-5 years,RENT,812,9,0,16.7,0,major_purchase,2000,0.030195797188517212,1,0
1023,54,66000,1-2 years,RENT,691,5,0,10.5,1,debt_consolidation,3000,0.09,1,0
1024,61,34000,6-10 years,RENT,749,13,0,17.8,0,debt_consolidation,17000,0.03810605558654252,1,0
1025,32,157000,1-2 years,OWN,575,11,1,66.9,1,debt_consolidation,9000,0.22072102337064803,0,NA
1026,43,69000,< 1 year,MORTGAGE,683,10,0,51.6,0,credit_card,32000,0.09,1,0
1027,28,61000,< 1 year,MORTGAGE,665,13,0,45.4,0,credit_card,4000,0.13,0,NA
1028,47,40000,< 1 year,OWN,779,10,1,74.5,1,debt_consolidation,20000,0.048509599507144556,1,0
1029,25,18000,3-5 years,MORTGAGE,706,6,1,13.8,0,credit_card,9000,0.09,1,0
1030,26,42000,3-5 years,RENT,700,5,1,42.6,1,credit_card,6000,0.09,1,0
1031,41,37000,1-2 years,MORTGAGE,807,7,0,49.6,0,small_business,15000,0.08003646991705171,1,0
1032,39,15000,6-10 years,RENT,548,13,0,74.7,1,major_purchase,7500,0.12,1,1
1033,41,79000,6-10 years,MORTGAGE,629,9,0,45.1,0,debt_consolidation,22000,0.18336873574261775,0,NA
1034,39,47000,6-10 years,MORTGAGE,719,12,1,72,0,home_improvement,23500,0.10321589731642475,1,0
1035,32,111000,1-2 years,MORTGAGE,723,9,0,43.6,0,credit_card,10000,0.09682296466853693,1,0
1036,36,45000,1-2 years,RENT,665,6,0,52.2,1,debt_consolidation,22500,0.13,1,0
1037,57,121000,< 1 year,RENT,609,7,0,25.2,1,debt_consolidation,39000,0.15929419418229027,0,NA
1038,38,24000,3-5 years,RENT,674,4,1,66.8,0,home_improvement,12000,0.13,1,0
1039,22,25000,10+ years,RENT,653,6,0,12.7,2,medical,12500,0.09531512622732251,1,0
1040,28,40000,1-2 years,RENT,730,8,0,67.1,0,debt_consolidation,19000,0.06361363625319631,1,0
1041,25,95000,3-5 years,MORTGAGE,608,10,0,52.3,1,credit_card,36000,0.12,1,1
1042,27,20000,6-10 years,MORTGAGE,704,11,0,77.5,2,small_business,6000,0.09,1,1
1043,23,141000,10+ years,MORTGAGE,711,4,0,28.8,1,major_purchase,1000,0.12382962600835025,1,0
1044,18,69000,< 1 year,MORTGAGE,583,9,0,42.3,2,home_improvement,25000,0.18574244734896855,0,NA
1045,46,69000,< 1 year,MORTGAGE,555,6,0,32.1,1,debt_consolidation,2000,0.12,1,0
1046,46,30000,3-5 years,MORTGAGE,682,12,0,63.4,0,debt_consolidation,4000,0.10450475328084617,1,0
1047,35,54000,3-5 years,RENT,660,6,0,55.5,0,home_improvement,27000,0.09,1,0
1048,29,32000,3-5 years,RENT,737,11,1,48.2,0,home_improvement,6000,0.08493085992042239,1,1
1049,28,44000,6-10 years,MORTGAGE,626,13,1,8.1,0,credit_card,21000,0.12945552946077105,1,0
1050,43,40000,1-2 years,RENT,765,5,0,51.2,2,debt_consolidation,20000,0.03945498457807045,1,0
1051,41,82000,1-2 years,RENT,639,7,1,15.2,1,debt_consolidation,2000,0.14931895520961053,0,NA
1052,43,39000,6-10 years,RENT,633,9,1,54.3,1,other,19500,0.2308357897095727,0,NA
1053,38,34000,10+ years,MORTGAGE,575,11,0,85.5,0,other,13000,0.15014646850907806,1,1
1054,45,49000,6-10 years,MORTGAGE,608,7,1,70.1,1,major_purchase,4000,0.13610710811902735,0,NA
1055,43,70000,1-2 years,MORTGAGE,568,10,0,43.1,0,debt_consolidation,11000,0.17013284190236316,0,NA
1056,45,82000,6-10 years,RENT,713,5,0,39.5,1,debt_consolidation,23000,0.09942129734513748,1,0
1057,44,72000,< 1 year,MORTGAGE,745,9,0,30.8,0,other,5000,0.09962606354410136,1,0
1058,58,107000,6-10 years,RENT,668,6,0,41.2,1,home_improvement,27000,0.10935459728053586,1,0
1059,25,80000,3-5 years,MORTGAGE,775,7,0,31.2,1,home_improvement,33000,0.1,0,NA
1060,56,18000,1-2 years,MORTGAGE,799,6,0,94.1,0,debt_consolidation,9000,0.04893787505152137,1,0
1061,34,115000,1-2 years,RENT,602,10,0,32.4,0,credit_card,35000,0.1613097678128348,0,NA
1062,37,88000,3-5 years,RENT,668,10,1,19.5,1,credit_card,23000,0.13,1,0
1063,39,36000,< 1 year,OTHER,595,11,0,75.9,4,debt_consolidation,6000,0.20523704108742236,0,NA
1064,33,109000,1-2 years,RENT,785,10,0,19.6,0,debt_consolidation,22000,0.07207209687341047,1,0
1065,18,19000,6-10 years,MORTGAGE,576,8,0,13.6,0,car,9500,0.12,1,0
1066,34,50000,6-10 years,MORTGAGE,692,4,1,20.2,1,debt_consolidation,7000,0.1255345017731226,0,NA
1067,38,134000,6-10 years,MORTGAGE,705,4,0,42.2,0,major_purchase,14000,0.09,1,0
1068,18,72000,< 1 year,OWN,681,5,1,26.3,0,credit_card,24000,0.13,1,0
1069,45,67000,3-5 years,RENT,546,5,1,20.6,0,debt_consolidation,22000,0.18471776661599354,0,NA
1070,31,16000,3-5 years,MORTGAGE,676,4,0,65.9,0,other,2000,0.09913650389997396,1,0
1071,55,23000,6-10 years,RENT,718,9,0,33.5,0,debt_consolidation,11500,0.13,1,0
1072,41,29000,6-10 years,MORTGAGE,790,5,1,48,0,debt_consolidation,11000,0.06098059863285785,1,0
1073,29,35000,3-5 years,RENT,739,3,3,33.1,1,car,17500,0.040196953750027055,1,0
1074,40,132000,6-10 years,MORTGAGE,649,13,0,41,0,credit_card,25000,0.16718514545639246,0,NA
1075,41,45000,6-10 years,RENT,801,5,0,24.9,3,major_purchase,9000,0.04028146468456422,1,0
1076,49,33000,1-2 years,MORTGAGE,612,10,0,77.5,0,major_purchase,16500,0.20495473843314915,0,NA
1077,36,45000,6-10 years,RENT,665,9,0,14.5,0,credit_card,22500,0.13,0,NA
1078,18,104000,3-5 years,MORTGAGE,697,9,0,31.9,2,major_purchase,36000,0.1264473722079855,0,NA
1079,22,62000,10+ years,RENT,723,7,1,33.9,1,debt_consolidation,29000,0.0953236991431546,1,0
1080,28,39000,6-10 years,MORTGAGE,714,10,0,51.5,1,debt_consolidation,19500,0.0992010877722923,1,0
1081,43,13000,6-10 years,MORTGAGE,705,9,0,41.8,0,debt_consolidation,6500,0.11804909795672097,1,0
1082,35,75000,< 1 year,RENT,567,6,0,9.9,0,credit_card,9000,0.145058536408115,0,NA
1083,31,40000,< 1 year,MORTGAGE,647,8,0,8,0,car,20000,0.132614501575107,0,NA
1084,28,57000,3-5 years,RENT,677,6,0,72.4,1,credit_card,28500,0.13,1,1
1085,40,45000,3-5 years,MORTGAGE,639,10,1,21.4,1,debt_consolidation,8000,0.12,0,NA
1086,28,43000,3-5 years,RENT,682,16,0,14.3,1,car,21500,0.13,0,NA
1087,33,64000,1-2 years,OWN,689,6,0,46.7,1,debt_consolidation,20000,0.13,1,0
1088,27,57000,6-10 years,RENT,600,8,0,25.6,1,credit_card,26000,0.1266205781599372,1,0
1089,21,49000,< 1 year,MORTGAGE,691,3,0,49.3,0,credit_card,24500,0.11799159870651235,0,NA
1090,49,143000,3-5 years,OWN,626,11,3,71.3,0,credit_card,7000,0.13054599971869874,0,NA
1091,22,27000,1-2 years,RENT,617,11,0,19.4,0,home_improvement,13500,0.18208084789447393,0,NA
1092,39,66000,3-5 years,MORTGAGE,653,6,0,63.5,0,debt_consolidation,29000,0.09,1,1
1093,31,61000,3-5 years,MORTGAGE,635,5,0,52,1,debt_consolidation,2000,0.13039085252238933,0,NA
1094,25,33000,10+ years,RENT,627,8,1,34.3,0,home_improvement,16500,0.12,1,1
1095,41,18000,3-5 years,MORTGAGE,735,10,0,65,1,debt_consolidation,9000,0.02,1,0
1096,42,63000,6-10 years,MORTGAGE,578,11,0,54.6,0,major_purchase,26000,0.13510010421871066,1,0
1097,53,73000,1-2 years,RENT,781,8,0,23.7,0,debt_consolidation,34000,0.06767140286121563,1,0
1098,42,76000,1-2 years,MORTGAGE,620,3,0,81.7,1,debt_consolidation,31000,0.13299735704244056,1,1
1099,36,57000,1-2 years,RENT,685,6,0,48.8,2,credit_card,18000,0.09,1,0
1100,69,61000,< 1 year,RENT,668,7,0,85.4,2,credit_card,20000,0.13,0,NA
1101,30,48000,3-5 years,RENT,622,11,0,61.6,0,debt_consolidation,9000,0.14685635659342192,0,NA
1102,26,41000,6-10 years,RENT,727,8,2,33,0,major_purchase,14000,0.03726514528779547,1,0
1103,32,76000,3-5 years,MORTGAGE,606,10,0,42.2,0,credit_card,24000,0.14290710903364692,1,0
1104,37,63000,1-2 years,MORTGAGE,606,9,1,36.8,0,debt_consolidation,23000,0.1737258534021082,0,NA
1105,45,165000,1-2 years,MORTGAGE,676,10,0,64.2,2,debt_consolidation,39000,0.12121094813712735,1,0
1106,43,42000,10+ years,MORTGAGE,671,10,0,24.2,2,debt_consolidation,5000,0.13,0,NA
1107,37,23000,1-2 years,RENT,613,14,0,20.4,2,credit_card,5000,0.16304475352451014,0,NA
1108,28,37000,1-2 years,MORTGAGE,687,7,0,35.3,1,car,18500,0.13,1,0
1109,52,58000,6-10 years,RENT,588,5,1,55.4,2,credit_card,29000,0.13469016511579746,1,1
1110,49,77000,< 1 year,MORTGAGE,725,4,0,57.6,0,credit_card,27000,0.09694980585603528,1,0
1111,29,52000,6-10 years,OWN,737,13,0,23.9,1,major_purchase,18000,0.07115033238316613,1,0
1112,46,63000,1-2 years,RENT,558,13,1,23.4,0,small_business,29000,0.13260215923617888,0,NA
1113,43,59000,3-5 years,RENT,637,8,0,71.1,2,credit_card,8000,0.12467955925094475,1,0
1114,51,83000,< 1 year,MORTGAGE,627,11,0,58.6,1,debt_consolidation,9000,0.15083728371609886,0,NA
1115,40,153000,3-5 years,MORTGAGE,659,4,0,30.5,0,small_business,6000,0.11186606381812676,0,NA
1116,24,101000,< 1 year,RENT,723,6,0,34.1,2,debt_consolidation,6000,0.066856968415543,1,0
1117,48,66000,3-5 years,RENT,671,7,0,35.4,0,small_business,20000,0.09,1,0
1118,29,60000,6-10 years,RENT,608,7,0,33.9,1,credit_card,16000,0.12,1,0
1119,44,26000,1-2 years,MORTGAGE,639,8,0,11.6,3,credit_card,11000,0.1856870158170636,0,NA
1120,58,71000,10+ years,MORTGAGE,820,11,0,40.2,0,credit_card,23000,0.07583886276506784,1,0
1121,21,21000,< 1 year,MORTGAGE,683,7,1,32.1,0,debt_consolidation,10500,0.13,0,NA
1122,57,36000,3-5 years,MORTGAGE,658,3,0,23.9,2,credit_card,5000,0.13,0,NA
1123,54,169000,3-5 years,OTHER,604,5,0,69.2,0,debt_consolidation,21000,0.16157602950083622,0,NA
1124,32,36000,< 1 year,RENT,537,9,1,52,2,credit_card,18000,0.15700378353747083,1,1
1125,35,67000,6-10 years,RENT,649,8,1,27.8,0,major_purchase,33500,0.13457704091541717,1,0
1126,30,68000,3-5 years,OWN,697,6,0,45.6,0,home_improvement,34000,0.11866909510453846,1,0
1127,31,37000,< 1 year,RENT,673,9,0,35,0,debt_consolidation,18500,0.13,1,0
1128,45,34000,6-10 years,MORTGAGE,705,5,1,9,0,home_improvement,17000,0.10963976319854386,1,0
1129,27,84000,3-5 years,RENT,712,8,0,11.4,2,major_purchase,15000,0.09,1,0
1130,36,149000,1-2 years,MORTGAGE,848,9,0,68.5,2,credit_card,31000,0.1,1,1
1131,36,55000,6-10 years,MORTGAGE,684,8,1,9,0,debt_consolidation,14000,0.10468052826769066,0,NA
1132,37,29000,3-5 years,MORTGAGE,596,8,1,24.9,0,credit_card,14500,0.12,1,0
1133,40,49000,6-10 years,RENT,613,4,0,60.1,0,credit_card,15000,0.18321273760854037,0,NA
1134,57,13000,10+ years,RENT,644,4,0,22.1,0,small_business,6500,0.12,1,0
1135,33,32000,6-10 years,MORTGAGE,697,9,0,62.9,0,debt_consolidation,12000,0.13,1,0
1136,28,98000,3-5 years,MORTGAGE,631,8,1,70.2,0,car,13000,0.12816723078342798,0,NA
1137,48,20000,6-10 years,RENT,677,5,0,18.3,3,major_purchase,10000,0.10654740534828452,1,1
1138,43,51000,10+ years,OTHER,762,9,0,43.3,2,debt_consolidation,4000,0.08231666393351052,0,NA
1139,41,172000,3-5 years,MORTGAGE,646,10,0,20.9,1,other,35000,0.16950838026561574,0,NA
1140,45,25000,< 1 year,RENT,611,7,0,58.7,1,debt_consolidation,12500,0.12,1,0
1141,21,34000,6-10 years,OTHER,786,12,0,36.5,2,debt_consolidation,17000,0.02,1,1
1142,51,45000,< 1 year,OWN,752,11,2,72,1,debt_consolidation,17000,0.08611880963635725,1,1
1143,43,96000,1-2 years,RENT,754,14,0,49.9,0,debt_consolidation,35000,0.05719133215396109,1,0
1144,49,36000,3-5 years,MORTGAGE,681,4,0,79.9,0,major_purchase,5000,0.13,1,0
1145,31,27000,6-10 years,RENT,591,5,0,52.7,3,debt_consolidation,1000,0.13643775655700452,1,0
1146,18,42000,3-5 years,RENT,671,7,0,43.2,2,credit_card,21000,0.09,1,0
1147,32,35000,3-5 years,RENT,610,9,1,39.3,3,major_purchase,17500,0.15469611668165142,1,1
1148,27,60000,1-2 years,RENT,788,6,0,46.1,1,major_purchase,27000,0.023268982867092405,1,0
1149,65,45000,1-2 years,MORTGAGE,578,9,0,51.8,0,small_business,10000,0.1385287995736718,1,1
1150,33,43000,10+ years,RENT,716,6,0,47.3,1,debt_consolidation,1000,0.10481948507057827,0,NA
1151,35,24000,1-2 years,MORTGAGE,756,11,0,17.1,2,debt_consolidation,12000,0.1,1,0
1152,51,139000,1-2 years,RENT,705,11,0,24.7,0,debt_consolidation,24000,0.0995758335014576,1,0
1153,45,28000,6-10 years,RENT,724,7,0,20.9,3,debt_consolidation,7000,0.09908670571319753,1,0
1154,46,16000,3-5 years,RENT,748,7,0,6.1,1,credit_card,8000,0.05171518311908005,1,0
1155,70,35000,6-10 years,MORTGAGE,606,15,1,19.7,1,debt_consolidation,16000,0.12110125037076193,1,0
1156,40,26000,10+ years,RENT,687,8,0,46.6,1,home_improvement,13000,0.09,1,0
1157,61,108000,3-5 years,MORTGAGE,787,7,1,28.9,1,credit_card,17000,0.02792426550999197,1,0
1158,41,46000,1-2 years,MORTGAGE,697,13,0,48.3,0,small_business,23000,0.11146074780124826,1,0
1159,20,30000,3-5 years,RENT,680,8,0,26.6,3,major_purchase,1000,0.09,1,0
1160,18,58000,3-5 years,RENT,633,9,0,28.2,2,credit_card,26000,0.12,1,0
1161,46,61000,6-10 years,RENT,585,9,0,12.2,1,car,13000,0.15680618695278484,0,NA
1162,26,90000,3-5 years,MORTGAGE,638,12,0,16.6,0,home_improvement,31000,0.12278431496831543,1,0
1163,39,34000,6-10 years,RENT,840,6,1,66.2,0,home_improvement,17000,0.09744944143650162,1,0
1164,59,24000,< 1 year,MORTGAGE,524,12,2,13.3,1,credit_card,12000,0.13076884808052125,1,0
1165,42,88000,1-2 years,MORTGAGE,578,8,0,57.9,0,credit_card,21000,0.12015729484860689,1,0
1166,35,51000,10+ years,RENT,764,4,0,37,1,credit_card,25500,0.1,1,0
1167,18,40000,6-10 years,OWN,616,6,0,42.9,0,debt_consolidation,9000,0.1702473573678936,0,NA
1168,28,59000,< 1 year,RENT,801,8,0,87.1,1,debt_consolidation,19000,0.08410753008708777,1,0
1169,31,48000,6-10 years,RENT,590,6,0,68.5,0,major_purchase,6000,0.1421624363641733,0,NA
1170,46,37000,< 1 year,MORTGAGE,747,6,0,30.5,1,home_improvement,14000,0.1,1,0
1171,44,36000,3-5 years,RENT,712,4,0,22.5,0,home_improvement,18000,0.0905583912067095,1,0
1172,38,43000,< 1 year,RENT,696,7,0,18.5,0,debt_consolidation,6000,0.13,0,NA
1173,40,40000,6-10 years,RENT,722,5,1,10.9,2,credit_card,20000,0.03897487113049001,1,0
1174,35,53000,1-2 years,MORTGAGE,644,5,0,7.5,2,small_business,9000,0.12005684590906772,0,NA
1175,38,90000,10+ years,MORTGAGE,720,8,2,24.5,0,major_purchase,1000,0.1,1,0
1176,41,28000,10+ years,RENT,672,9,0,29.3,1,credit_card,14000,0.0970562542660427,1,0
1177,43,94000,< 1 year,MORTGAGE,699,3,0,76.8,1,major_purchase,26000,0.09995432862385972,1,1
1178,60,65000,1-2 years,RENT,700,6,0,26.6,0,credit_card,20000,0.10709913255180306,0,NA
1179,25,29000,1-2 years,MORTGAGE,750,11,0,44.4,1,debt_consolidation,14500,0.1,1,0
1180,56,40000,< 1 year,RENT,661,11,0,70.1,1,medical,5000,0.13,1,0
1181,46,95000,3-5 years,MORTGAGE,578,5,1,13.5,1,debt_consolidation,31000,0.12,1,1
1182,19,112000,1-2 years,RENT,701,13,1,15.2,0,home_improvement,23000,0.120403169907282,0,NA
1183,35,58000,3-5 years,RENT,592,3,0,26.1,2,small_business,27000,0.14038959878592583,1,1
1184,30,44000,10+ years,MORTGAGE,713,9,0,25.6,1,debt_consolidation,22000,0.10863621765085693,1,0
1185,27,16000,1-2 years,MORTGAGE,730,5,1,25.4,0,home_improvement,8000,0.1,1,0
1186,20,16000,< 1 year,RENT,638,13,0,16.1,0,medical,8000,0.14559128180747302,0,NA
1187,32,70000,3-5 years,RENT,662,11,0,44.8,0,home_improvement,30000,0.09635874260307846,1,0
1188,33,58000,< 1 year,MORTGAGE,750,11,0,26.8,0,major_purchase,26000,0.08096404016617663,1,0
1189,34,85000,6-10 years,MORTGAGE,657,12,0,53.1,1,debt_consolidation,10000,0.09,1,0
1190,18,124000,1-2 years,RENT,800,13,0,56,0,debt_consolidation,28000,0.047477650673409026,1,0
1191,43,97000,10+ years,RENT,649,6,0,75.2,2,home_improvement,16000,0.14727007762055913,0,NA
1192,47,38000,1-2 years,MORTGAGE,652,6,1,20.1,1,credit_card,19000,0.13,0,NA
1193,47,87000,6-10 years,MORTGAGE,719,9,0,7.3,0,small_business,6000,0.09,1,0
1194,47,36000,< 1 year,OWN,602,8,0,49.9,1,debt_consolidation,18000,0.13107804520468896,1,0
1195,40,79000,3-5 years,MORTGAGE,694,11,0,34.5,1,small_business,20000,0.09,1,1
1196,56,116000,3-5 years,RENT,543,6,0,8.4,0,debt_consolidation,24000,0.19054702405463758,0,NA
1197,27,51000,3-5 years,MORTGAGE,679,5,0,20.3,0,home_improvement,20000,0.12634132579245788,0,NA
1198,23,81000,< 1 year,RENT,850,8,0,33,1,credit_card,13000,0.06187495527634294,1,0
1199,42,28000,3-5 years,RENT,649,12,0,59.7,1,debt_consolidation,14000,0.13190478475968803,0,NA
1200,43,49000,10+ years,RENT,764,6,2,7.4,1,home_improvement,17000,0.07950409438888534,1,0
1201,29,29000,10+ years,MORTGAGE,737,12,0,14.3,0,credit_card,4000,0.1,1,0
1202,38,54000,6-10 years,RENT,717,5,0,81,1,home_improvement,4000,0.10315833697188317,1,0
